Starting pre-training...
 Pre-training Epoch 0:   0%|          | 0/367 [00:00<?, ?it/s] Pre-training Epoch 0:   0%|          | 1/367 [00:00<02:29,  2.44it/s] Pre-training Epoch 0:   5%|▍         | 18/367 [00:00<00:07, 45.64it/s] Pre-training Epoch 0:  10%|▉         | 36/367 [00:00<00:04, 81.38it/s] Pre-training Epoch 0:  15%|█▍        | 54/367 [00:00<00:02, 107.57it/s] Pre-training Epoch 0:  20%|█▉        | 72/367 [00:00<00:02, 127.71it/s] Pre-training Epoch 0:  25%|██▍       | 91/367 [00:00<00:01, 143.40it/s] Pre-training Epoch 0:  30%|██▉       | 109/367 [00:01<00:01, 152.88it/s] Pre-training Epoch 0:  35%|███▍      | 127/367 [00:01<00:01, 159.90it/s]recon_loss: 0.6796653270721436, dist_loss: 1.7857962846755981
recon_loss: 0.6765533089637756, dist_loss: 1.303330659866333
recon_loss: 0.027662772685289383, dist_loss: 0.7366447448730469
recon_loss: 0.02766197733581066, dist_loss: 0.4975002408027649
recon_loss: 0.02766100876033306, dist_loss: 0.4208798110485077
recon_loss: 0.027660710737109184, dist_loss: 0.9067244529724121
recon_loss: 0.02766030840575695, dist_loss: 0.6749926209449768
recon_loss: 0.027659982442855835, dist_loss: 0.5955901145935059
recon_loss: 0.02765950933098793, dist_loss: 0.507969856262207
recon_loss: 0.02765941433608532, dist_loss: 0.5961585640907288
recon_loss: 0.027659494429826736, dist_loss: 0.3405689597129822
recon_loss: 0.02765919640660286, dist_loss: 0.7983644604682922
recon_loss: 0.027659302577376366, dist_loss: 0.8899368047714233
recon_loss: 0.027658509090542793, dist_loss: 1.009530782699585
recon_loss: 0.02765825390815735, dist_loss: 0.3327043652534485
recon_loss: 0.02765788696706295, dist_loss: 1.0030521154403687
recon_loss: 0.027657808735966682, dist_loss: 0.9725732803344727
recon_loss: 0.027658144012093544, dist_loss: 0.5929470658302307
recon_loss: 0.027657944709062576, dist_loss: 0.578321099281311
recon_loss: 0.02765895240008831, dist_loss: 1.0275475978851318
recon_loss: 0.027658959850668907, dist_loss: 0.6382065415382385
recon_loss: 0.02765997312963009, dist_loss: 0.7717452645301819
recon_loss: 0.027659432962536812, dist_loss: 0.8671905994415283
recon_loss: 0.027659256011247635, dist_loss: 0.47250911593437195
recon_loss: 0.027659321203827858, dist_loss: 0.5235952138900757
recon_loss: 0.0276578888297081, dist_loss: 0.3392066955566406
recon_loss: 0.027658550068736076, dist_loss: 0.44261130690574646
recon_loss: 0.02765766903758049, dist_loss: 0.2693033516407013
recon_loss: 0.027657704427838326, dist_loss: 0.8769038915634155
recon_loss: 0.027659086510539055, dist_loss: 0.45159608125686646
recon_loss: 0.027660047635436058, dist_loss: 0.46165281534194946
recon_loss: 0.027660876512527466, dist_loss: 0.5824621319770813
recon_loss: 0.027661241590976715, dist_loss: 1.2794387340545654
recon_loss: 0.027661021798849106, dist_loss: 0.5546498894691467
recon_loss: 0.027660736814141273, dist_loss: 0.8121110200881958
recon_loss: 0.027660047635436058, dist_loss: 0.7230762839317322
recon_loss: 0.0276589784771204, dist_loss: 0.3274587392807007
recon_loss: 0.027658894658088684, dist_loss: 1.1323509216308594
recon_loss: 0.027658473700284958, dist_loss: 0.48165032267570496
recon_loss: 0.027658499777317047, dist_loss: 0.7064146995544434
recon_loss: 0.027658455073833466, dist_loss: 0.8979240655899048
recon_loss: 0.02765778638422489, dist_loss: 0.49564266204833984
recon_loss: 0.027658293023705482, dist_loss: 0.40961289405822754
recon_loss: 0.02765858918428421, dist_loss: 0.8900713324546814
recon_loss: 0.02766016125679016, dist_loss: 0.9105244874954224
recon_loss: 0.027661804109811783, dist_loss: 0.5052564740180969
recon_loss: 0.02766340784728527, dist_loss: 0.5294395089149475
recon_loss: 0.02766573429107666, dist_loss: 0.4437568783760071
recon_loss: 0.027666756883263588, dist_loss: 0.8873275518417358
recon_loss: 0.027668844908475876, dist_loss: 0.6957569122314453
recon_loss: 0.02766791172325611, dist_loss: 0.6669291257858276
recon_loss: 0.027669347822666168, dist_loss: 1.1411125659942627
recon_loss: 0.027666987851262093, dist_loss: 0.9505721926689148
recon_loss: 0.027664992958307266, dist_loss: 0.5739068984985352
recon_loss: 0.027664344757795334, dist_loss: 0.5706489086151123
recon_loss: 0.02766149677336216, dist_loss: 0.38609206676483154
recon_loss: 0.027662554755806923, dist_loss: 1.1572600603103638
recon_loss: 0.027659766376018524, dist_loss: 0.9384296536445618
recon_loss: 0.02766069397330284, dist_loss: 0.43594396114349365
recon_loss: 0.027659641578793526, dist_loss: 0.7200337648391724
recon_loss: 0.027659155428409576, dist_loss: 0.6834355592727661
recon_loss: 0.027660399675369263, dist_loss: 0.85658860206604
recon_loss: 0.027658889070153236, dist_loss: 0.5332353115081787
recon_loss: 0.027660228312015533, dist_loss: 0.4615737497806549
recon_loss: 0.027658013626933098, dist_loss: 0.44595861434936523
recon_loss: 0.027658706530928612, dist_loss: 0.6010209321975708
recon_loss: 0.0276581272482872, dist_loss: 0.5591532588005066
recon_loss: 0.027656598016619682, dist_loss: 0.7833952903747559
recon_loss: 0.02765836752951145, dist_loss: 0.5692758560180664
recon_loss: 0.02765539288520813, dist_loss: 0.6765308380126953
recon_loss: 0.02765798009932041, dist_loss: 0.5708638429641724
recon_loss: 0.02765609696507454, dist_loss: 0.8108831644058228
recon_loss: 0.02765682525932789, dist_loss: 0.5916398167610168
recon_loss: 0.027657242491841316, dist_loss: 0.5013238191604614
recon_loss: 0.02765478752553463, dist_loss: 0.8107308745384216
recon_loss: 0.027655551210045815, dist_loss: 0.8686004877090454
recon_loss: 0.0276557058095932, dist_loss: 0.8777686953544617
recon_loss: 0.027656840160489082, dist_loss: 0.6486915349960327
recon_loss: 0.02765747532248497, dist_loss: 0.8796215057373047
recon_loss: 0.027658142149448395, dist_loss: 0.4113440215587616
recon_loss: 0.027659352868795395, dist_loss: 0.8250688910484314
recon_loss: 0.027659166604280472, dist_loss: 0.345991849899292
recon_loss: 0.027659432962536812, dist_loss: 0.7723169326782227
recon_loss: 0.02765788324177265, dist_loss: 0.7864375114440918
recon_loss: 0.027657389640808105, dist_loss: 0.5359830260276794
recon_loss: 0.027656394988298416, dist_loss: 0.5423457622528076
recon_loss: 0.027656234800815582, dist_loss: 0.908964216709137
recon_loss: 0.027657128870487213, dist_loss: 1.5744049549102783
recon_loss: 0.027658674865961075, dist_loss: 0.43418121337890625
recon_loss: 0.027661118656396866, dist_loss: 0.45415955781936646
recon_loss: 0.027663342654705048, dist_loss: 0.3554452359676361
recon_loss: 0.027664929628372192, dist_loss: 0.9050926566123962
recon_loss: 0.027665523812174797, dist_loss: 0.8529552221298218
recon_loss: 0.0276651494204998, dist_loss: 0.7956511378288269
recon_loss: 0.027663571760058403, dist_loss: 0.9143665432929993
recon_loss: 0.027661465108394623, dist_loss: 0.4976242780685425
recon_loss: 0.02765979990363121, dist_loss: 0.7512742280960083
recon_loss: 0.027658702805638313, dist_loss: 0.5927595496177673
recon_loss: 0.02765788324177265, dist_loss: 0.7576594948768616
recon_loss: 0.027657320722937584, dist_loss: 0.7078747153282166
recon_loss: 0.027656743302941322, dist_loss: 0.6422135829925537
recon_loss: 0.02765575237572193, dist_loss: 0.49965178966522217
recon_loss: 0.027654793113470078, dist_loss: 0.3822358548641205
recon_loss: 0.027653999626636505, dist_loss: 0.4106619358062744
recon_loss: 0.02765391767024994, dist_loss: 0.6989896297454834
recon_loss: 0.027654599398374557, dist_loss: 0.50643390417099
recon_loss: 0.027654269710183144, dist_loss: 0.6424219608306885
recon_loss: 0.027654631063342094, dist_loss: 0.46457579731941223
recon_loss: 0.027654429897665977, dist_loss: 0.4553685784339905
recon_loss: 0.027653861790895462, dist_loss: 0.8255019187927246
recon_loss: 0.027654292061924934, dist_loss: 0.8803337216377258
recon_loss: 0.027654044330120087, dist_loss: 0.9260857701301575
recon_loss: 0.02765439823269844, dist_loss: 0.6162219047546387
recon_loss: 0.02765505015850067, dist_loss: 0.40983861684799194
recon_loss: 0.027653180062770844, dist_loss: 0.3156341314315796
recon_loss: 0.027655353769659996, dist_loss: 0.822492241859436
recon_loss: 0.027653632685542107, dist_loss: 0.9294540882110596
Pre-training Epoch 94:  37%|███▋      | 137/367 [00:00<00:01, 157.34it/s]Pre-training Epoch 94:  42%|████▏     | 153/367 [00:00<00:01, 155.13it/s]Pre-training Epoch 94:  47%|████▋     | 171/367 [00:01<00:01, 161.11it/s]Pre-training Epoch 94:  51%|█████     | 188/367 [00:01<00:01, 163.59it/s]Pre-training Epoch 94:  56%|█████▌    | 205/367 [00:01<00:00, 165.34it/s]Pre-training Epoch 94:  60%|██████    | 222/367 [00:01<00:00, 165.20it/s]Pre-training Epoch 94:  65%|██████▌   | 240/367 [00:01<00:00, 169.24it/s]recon_loss: 0.02765427716076374, dist_loss: 0.9166941046714783
recon_loss: 0.027653368189930916, dist_loss: 0.6325745582580566
recon_loss: 0.027652617543935776, dist_loss: 0.7163227796554565
recon_loss: 0.027652641758322716, dist_loss: 0.7125158309936523
recon_loss: 0.027651358395814896, dist_loss: 0.5631122589111328
recon_loss: 0.02765245921909809, dist_loss: 0.8459384441375732
recon_loss: 0.027651628479361534, dist_loss: 0.44520944356918335
recon_loss: 0.027653345838189125, dist_loss: 0.7824679613113403
recon_loss: 0.027653614059090614, dist_loss: 1.287084937095642
recon_loss: 0.027653740718960762, dist_loss: 1.1469939947128296
recon_loss: 0.027656733989715576, dist_loss: 1.132866382598877
recon_loss: 0.02765573188662529, dist_loss: 0.7191498875617981
recon_loss: 0.02765759825706482, dist_loss: 0.642217218875885
recon_loss: 0.02765829674899578, dist_loss: 0.39415282011032104
recon_loss: 0.027657799422740936, dist_loss: 0.8500468134880066
recon_loss: 0.027657780796289444, dist_loss: 0.6204005479812622
recon_loss: 0.027656804770231247, dist_loss: 0.5145883560180664
recon_loss: 0.027656806632876396, dist_loss: 0.7180565595626831
recon_loss: 0.027657397091388702, dist_loss: 0.672701895236969
recon_loss: 0.027659861370921135, dist_loss: 0.3227219581604004
recon_loss: 0.027660580351948738, dist_loss: 0.6144673824310303
recon_loss: 0.027661679312586784, dist_loss: 0.40304502844810486
recon_loss: 0.02766154333949089, dist_loss: 0.6211481094360352
recon_loss: 0.027659818530082703, dist_loss: 0.7518154382705688
recon_loss: 0.027659332379698753, dist_loss: 0.6640444993972778
recon_loss: 0.027656903490424156, dist_loss: 0.7949464321136475
recon_loss: 0.027656113728880882, dist_loss: 0.5151620507240295
recon_loss: 0.027654612436890602, dist_loss: 0.5037081837654114
recon_loss: 0.02765452302992344, dist_loss: 0.5572146773338318
recon_loss: 0.027653692290186882, dist_loss: 1.040761947631836
recon_loss: 0.02765270695090294, dist_loss: 1.0158932209014893
recon_loss: 0.02765277773141861, dist_loss: 0.8534683585166931
recon_loss: 0.027651656419038773, dist_loss: 0.8299705982208252
recon_loss: 0.027651574462652206, dist_loss: 0.5393484234809875
recon_loss: 0.027651479467749596, dist_loss: 0.5429670810699463
recon_loss: 0.027651701122522354, dist_loss: 0.7221891283988953
recon_loss: 0.027652202174067497, dist_loss: 0.5997979640960693
recon_loss: 0.02765253372490406, dist_loss: 0.6415755748748779
recon_loss: 0.02765306457877159, dist_loss: 0.4736853241920471
recon_loss: 0.027653198689222336, dist_loss: 0.7065342664718628
recon_loss: 0.02765253745019436, dist_loss: 0.33760780096054077
recon_loss: 0.02765200100839138, dist_loss: 0.5595684051513672
recon_loss: 0.027651110664010048, dist_loss: 1.4280496835708618
recon_loss: 0.02765057235956192, dist_loss: 0.7511019110679626
recon_loss: 0.027650155127048492, dist_loss: 0.5273316502571106
recon_loss: 0.027649907395243645, dist_loss: 0.8221496343612671
recon_loss: 0.027649959549307823, dist_loss: 0.80789715051651
recon_loss: 0.027649447321891785, dist_loss: 0.8459615111351013
recon_loss: 0.02765057235956192, dist_loss: 0.68546462059021
recon_loss: 0.027649691328406334, dist_loss: 0.47881945967674255
recon_loss: 0.027650155127048492, dist_loss: 0.8029662370681763
recon_loss: 0.027650555595755577, dist_loss: 0.5087679624557495
recon_loss: 0.02764967828989029, dist_loss: 0.574078381061554
recon_loss: 0.027650130912661552, dist_loss: 0.42651528120040894
recon_loss: 0.027649441733956337, dist_loss: 0.7386342883110046
recon_loss: 0.027650056406855583, dist_loss: 1.2053442001342773
recon_loss: 0.02764907293021679, dist_loss: 0.6012247204780579
recon_loss: 0.027649933472275734, dist_loss: 0.6808232069015503
recon_loss: 0.027649052441120148, dist_loss: 0.3408231735229492
recon_loss: 0.027648918330669403, dist_loss: 0.30693209171295166
recon_loss: 0.02765023708343506, dist_loss: 0.3447284996509552
recon_loss: 0.027647754177451134, dist_loss: 0.9874001741409302
recon_loss: 0.027648789808154106, dist_loss: 0.34392398595809937
recon_loss: 0.02764863148331642, dist_loss: 0.5908844470977783
recon_loss: 0.027647703886032104, dist_loss: 0.600435733795166
recon_loss: 0.027648761868476868, dist_loss: 0.6853746175765991
recon_loss: 0.027647623792290688, dist_loss: 0.36318495869636536
recon_loss: 0.02764909341931343, dist_loss: 0.663365364074707
recon_loss: 0.02764865756034851, dist_loss: 1.06769597530365
recon_loss: 0.02764720469713211, dist_loss: 0.6535749435424805
recon_loss: 0.02764934115111828, dist_loss: 0.7753360867500305
recon_loss: 0.02764727734029293, dist_loss: 0.6193819642066956
recon_loss: 0.027647830545902252, dist_loss: 0.45847728848457336
recon_loss: 0.027647558599710464, dist_loss: 0.5306622385978699
recon_loss: 0.027646338567137718, dist_loss: 0.3392831087112427
recon_loss: 0.027647441253066063, dist_loss: 0.6931068897247314
recon_loss: 0.027646953240036964, dist_loss: 0.5028599500656128
recon_loss: 0.02764681912958622, dist_loss: 0.7461095452308655
recon_loss: 0.027647770941257477, dist_loss: 0.5449490547180176
recon_loss: 0.02764725685119629, dist_loss: 0.606171727180481
recon_loss: 0.027647489681839943, dist_loss: 0.4036528766155243
recon_loss: 0.027647409588098526, dist_loss: 0.3257518708705902
recon_loss: 0.0276472270488739, dist_loss: 0.881657600402832
recon_loss: 0.027647128328680992, dist_loss: 0.255058228969574
recon_loss: 0.027647001668810844, dist_loss: 0.5521881580352783
recon_loss: 0.027647048234939575, dist_loss: 0.9991778135299683
recon_loss: 0.02764710783958435, dist_loss: 0.318653404712677
recon_loss: 0.027647029608488083, dist_loss: 0.7592445015907288
recon_loss: 0.027646902948617935, dist_loss: 0.30494993925094604
recon_loss: 0.027647143229842186, dist_loss: 0.5232045650482178
recon_loss: 0.02764706127345562, dist_loss: 0.917059600353241
recon_loss: 0.02764683961868286, dist_loss: 0.6423565149307251
recon_loss: 0.02764693833887577, dist_loss: 0.6365479230880737
recon_loss: 0.0276462584733963, dist_loss: 0.5204251408576965
recon_loss: 0.027646441012620926, dist_loss: 0.5952903032302856
recon_loss: 0.027645999565720558, dist_loss: 0.6604695320129395
recon_loss: 0.027646835893392563, dist_loss: 0.5567619800567627
recon_loss: 0.027647322043776512, dist_loss: 0.2979191243648529
recon_loss: 0.027648158371448517, dist_loss: 0.5227537155151367
recon_loss: 0.02764960005879402, dist_loss: 0.2913588285446167
recon_loss: 0.027649562805891037, dist_loss: 0.9555153846740723
recon_loss: 0.027650026604533195, dist_loss: 0.3888103663921356
recon_loss: 0.02765045501291752, dist_loss: 0.5952330231666565
recon_loss: 0.027649926021695137, dist_loss: 0.4572882652282715
recon_loss: 0.027650531381368637, dist_loss: 1.2041559219360352
recon_loss: 0.027648858726024628, dist_loss: 0.5480995178222656
recon_loss: 0.027647871524095535, dist_loss: 0.6518898010253906
recon_loss: 0.027647461742162704, dist_loss: 0.6660670638084412
recon_loss: 0.027646366506814957, dist_loss: 0.579275906085968
recon_loss: 0.027646616101264954, dist_loss: 0.9089416265487671
recon_loss: 0.027646267786622047, dist_loss: 0.7005140781402588
recon_loss: 0.02764616161584854, dist_loss: 0.5115207433700562
recon_loss: 0.02764616347849369, dist_loss: 0.8120497465133667
recon_loss: 0.027646305039525032, dist_loss: 0.4713239073753357
recon_loss: 0.02764672413468361, dist_loss: 0.31381383538246155
recon_loss: 0.027646875008940697, dist_loss: 0.866782009601593
recon_loss: 0.027647284790873528, dist_loss: 0.5461111664772034
recon_loss: 0.02764742635190487, dist_loss: 0.6934390664100647
recon_loss: 0.027647564187645912, dist_loss: 0.5246068835258484
recon_loss: 0.027646981179714203, dist_loss: 0.6387565732002258
recon_loss: 0.027646508067846298, dist_loss: 0.4361773729324341
recon_loss: 0.027646081522107124, dist_loss: 0.4809425175189972
recon_loss: 0.027645839378237724, dist_loss: 0.6587021946907043
recon_loss: 0.027645282447338104, dist_loss: 0.45440855622291565
recon_loss: 0.027644691988825798, dist_loss: 0.6170698404312134
recon_loss: 0.02764398604631424, dist_loss: 0.8030410408973694
recon_loss: 0.027643989771604538, dist_loss: 0.5501358509063721
recon_loss: 0.027643369510769844, dist_loss: 0.9234709739685059
Pre-training Epoch 94:  71%|███████   | 259/367 [00:01<00:00, 172.77it/s]Pre-training Epoch 94:  76%|███████▌  | 278/367 [00:01<00:00, 175.53it/s]Pre-training Epoch 94:  81%|████████  | 297/367 [00:01<00:00, 176.98it/s]Pre-training Epoch 94:  86%|████████▌ | 316/367 [00:01<00:00, 178.05it/s]Pre-training Epoch 94:  91%|█████████ | 334/367 [00:01<00:00, 177.25it/s]Pre-training Epoch 94:  96%|█████████▌| 352/367 [00:02<00:00, 167.52it/s]Pre-training Epoch 94: 100%|██████████| 367/367 [00:02<00:00, 166.57it/s]
recon_loss: 0.027643198147416115, dist_loss: 0.4715195298194885
recon_loss: 0.027642855420708656, dist_loss: 0.4669845402240753
recon_loss: 0.0276425089687109, dist_loss: 0.8113695383071899
recon_loss: 0.027642739936709404, dist_loss: 0.8728739619255066
recon_loss: 0.02764204889535904, dist_loss: 1.0170929431915283
recon_loss: 0.027641959488391876, dist_loss: 0.7925425171852112
recon_loss: 0.027642369270324707, dist_loss: 0.6501193046569824
recon_loss: 0.027642207220196724, dist_loss: 0.5658124685287476
recon_loss: 0.027642499655485153, dist_loss: 0.7349199056625366
recon_loss: 0.0276426263153553, dist_loss: 0.30986088514328003
recon_loss: 0.0276425089687109, dist_loss: 0.6607780456542969
recon_loss: 0.02764250338077545, dist_loss: 0.4112692177295685
recon_loss: 0.02764224261045456, dist_loss: 0.49889639019966125
recon_loss: 0.02764260768890381, dist_loss: 0.6220592260360718
recon_loss: 0.027642838656902313, dist_loss: 0.580939769744873
recon_loss: 0.0276437196880579, dist_loss: 1.0255184173583984
recon_loss: 0.027645187452435493, dist_loss: 0.38100582361221313
recon_loss: 0.027646636590361595, dist_loss: 0.9346108436584473
recon_loss: 0.027648240327835083, dist_loss: 0.9026443958282471
recon_loss: 0.027648378163576126, dist_loss: 1.0160112380981445
recon_loss: 0.02764856070280075, dist_loss: 0.429849237203598
recon_loss: 0.02764815092086792, dist_loss: 0.5526089072227478
recon_loss: 0.027647795155644417, dist_loss: 0.8743168711662292
recon_loss: 0.02764761447906494, dist_loss: 0.4271717667579651
recon_loss: 0.02764732949435711, dist_loss: 1.1946215629577637
recon_loss: 0.027647826820611954, dist_loss: 0.9206932187080383
recon_loss: 0.02764810621738434, dist_loss: 1.1882565021514893
recon_loss: 0.02764981798827648, dist_loss: 0.6057382822036743
recon_loss: 0.027650510892271996, dist_loss: 0.6306256055831909
recon_loss: 0.02765107899904251, dist_loss: 0.5694162845611572
recon_loss: 0.027649812400341034, dist_loss: 0.7676733732223511
recon_loss: 0.02764805033802986, dist_loss: 0.5916319489479065
recon_loss: 0.027646305039525032, dist_loss: 0.4640948176383972
recon_loss: 0.027644604444503784, dist_loss: 0.5962673425674438
recon_loss: 0.02764434926211834, dist_loss: 0.7390475273132324
recon_loss: 0.027644531801342964, dist_loss: 0.7410026788711548
recon_loss: 0.027645636349916458, dist_loss: 0.8467996120452881
recon_loss: 0.027647022157907486, dist_loss: 0.5835828185081482
recon_loss: 0.027648307383060455, dist_loss: 1.2591273784637451
recon_loss: 0.02765052020549774, dist_loss: 1.602911353111267
recon_loss: 0.027653692290186882, dist_loss: 0.6792919039726257
recon_loss: 0.027656415477395058, dist_loss: 1.1638586521148682
recon_loss: 0.027659662067890167, dist_loss: 0.6893455982208252
recon_loss: 0.02766146883368492, dist_loss: 0.637086033821106
recon_loss: 0.027661090716719627, dist_loss: 0.7481852769851685
recon_loss: 0.02766086719930172, dist_loss: 0.4672425389289856
recon_loss: 0.02765974961221218, dist_loss: 0.6058096289634705
recon_loss: 0.027659788727760315, dist_loss: 0.8903754949569702
recon_loss: 0.02765859104692936, dist_loss: 0.46965670585632324
recon_loss: 0.027656877413392067, dist_loss: 0.9046807289123535
recon_loss: 0.027654528617858887, dist_loss: 0.5285325646400452
recon_loss: 0.02765076421201229, dist_loss: 0.7840999364852905
recon_loss: 0.02764810249209404, dist_loss: 1.0453611612319946
recon_loss: 0.02764645777642727, dist_loss: 0.29436641931533813
recon_loss: 0.027644818648695946, dist_loss: 0.5476802587509155
recon_loss: 0.027644289657473564, dist_loss: 0.7164602875709534
recon_loss: 0.027643898501992226, dist_loss: 0.5262895226478577
recon_loss: 0.027643589302897453, dist_loss: 0.567524254322052
recon_loss: 0.027643941342830658, dist_loss: 0.5530252456665039
recon_loss: 0.027643907815217972, dist_loss: 0.6571562886238098
recon_loss: 0.027644263580441475, dist_loss: 0.4900842010974884
recon_loss: 0.02764492854475975, dist_loss: 0.4395626485347748
recon_loss: 0.027645202353596687, dist_loss: 0.5155110359191895
recon_loss: 0.027646159753203392, dist_loss: 0.6314283609390259
recon_loss: 0.0276462621986866, dist_loss: 0.7675275802612305
recon_loss: 0.027645643800497055, dist_loss: 0.4076575040817261
recon_loss: 0.02764482982456684, dist_loss: 0.34353235363960266
recon_loss: 0.027643967419862747, dist_loss: 0.6517984867095947
recon_loss: 0.027643272653222084, dist_loss: 0.48677653074264526
recon_loss: 0.027642445638775826, dist_loss: 0.47639021277427673
recon_loss: 0.027641966938972473, dist_loss: 0.7107762694358826
recon_loss: 0.027641242370009422, dist_loss: 0.4689292311668396
recon_loss: 0.027640657499432564, dist_loss: 0.5617268085479736
recon_loss: 0.027640487998723984, dist_loss: 0.49028480052948
recon_loss: 0.027641022577881813, dist_loss: 0.46018901467323303
recon_loss: 0.027640586718916893, dist_loss: 0.3891220688819885
recon_loss: 0.027641259133815765, dist_loss: 0.6109859943389893
recon_loss: 0.027641162276268005, dist_loss: 0.6697392463684082
recon_loss: 0.02764063887298107, dist_loss: 0.5420660972595215
recon_loss: 0.027641301974654198, dist_loss: 0.6250369548797607
recon_loss: 0.027640502899885178, dist_loss: 0.6126784086227417
recon_loss: 0.027641072869300842, dist_loss: 0.6352390050888062
recon_loss: 0.02764020673930645, dist_loss: 0.7818655967712402
recon_loss: 0.02764003723859787, dist_loss: 0.47121256589889526
recon_loss: 0.02764006517827511, dist_loss: 0.3235563039779663
recon_loss: 0.027639728039503098, dist_loss: 0.594964861869812
recon_loss: 0.027640365064144135, dist_loss: 0.466680645942688
recon_loss: 0.0276398453861475, dist_loss: 0.4265277683734894
recon_loss: 0.02764008566737175, dist_loss: 0.36209267377853394
recon_loss: 0.027640169486403465, dist_loss: 0.9694082736968994
recon_loss: 0.02763945795595646, dist_loss: 0.43417078256607056
recon_loss: 0.02763962373137474, dist_loss: 0.5141100883483887
recon_loss: 0.02763923816382885, dist_loss: 0.8006587028503418
recon_loss: 0.027639169245958328, dist_loss: 0.5002841949462891
recon_loss: 0.027638966217637062, dist_loss: 0.6103848814964294
recon_loss: 0.027638306841254234, dist_loss: 0.5192830562591553
recon_loss: 0.027637921273708344, dist_loss: 0.7033541202545166
recon_loss: 0.027637967839837074, dist_loss: 0.7587158679962158
recon_loss: 0.027637824416160583, dist_loss: 0.52376389503479
recon_loss: 0.02763977274298668, dist_loss: 0.8626548647880554
recon_loss: 0.027638614177703857, dist_loss: 0.4864113926887512
recon_loss: 0.02764110267162323, dist_loss: 0.8746988773345947
recon_loss: 0.02763913758099079, dist_loss: 0.33381426334381104
recon_loss: 0.02763967029750347, dist_loss: 0.36026498675346375
recon_loss: 0.027639027684926987, dist_loss: 0.8552983403205872
recon_loss: 0.02763761207461357, dist_loss: 0.5627696514129639
recon_loss: 0.027638399973511696, dist_loss: 0.5390148758888245
recon_loss: 0.027636781334877014, dist_loss: 0.5465028285980225
recon_loss: 0.02763691358268261, dist_loss: 0.5965092778205872
recon_loss: 0.02763698250055313, dist_loss: 0.5620918273925781
recon_loss: 0.02763615921139717, dist_loss: 1.3474286794662476
Pre-training Epoch 95:   0%|          | 0/367 [00:00<?, ?it/s]Pre-training Epoch 95:   4%|▍         | 16/367 [00:00<00:02, 156.81it/s]Pre-training Epoch 95:   9%|▉         | 33/367 [00:00<00:02, 161.31it/s]Pre-training Epoch 95:  14%|█▎        | 50/367 [00:00<00:02, 156.78it/s]Pre-training Epoch 95:  18%|█▊        | 66/367 [00:00<00:01, 155.96it/s]Pre-training Epoch 95:  22%|██▏       | 82/367 [00:00<00:01, 152.13it/s]Pre-training Epoch 95:  27%|██▋       | 98/367 [00:00<00:01, 151.98it/s]Pre-training Epoch 95:  31%|███       | 114/367 [00:00<00:01, 152.42it/s]recon_loss: 0.027636293321847916, dist_loss: 0.5903415679931641
recon_loss: 0.027635425329208374, dist_loss: 0.6936043500900269
recon_loss: 0.027635520324110985, dist_loss: 1.1469085216522217
recon_loss: 0.02763526700437069, dist_loss: 0.30311447381973267
recon_loss: 0.027635401114821434, dist_loss: 0.4638337194919586
recon_loss: 0.027635538950562477, dist_loss: 0.44556641578674316
recon_loss: 0.027635276317596436, dist_loss: 0.496566504240036
recon_loss: 0.02763565629720688, dist_loss: 0.8048104643821716
recon_loss: 0.02763553522527218, dist_loss: 0.8755031824111938
recon_loss: 0.02763543650507927, dist_loss: 0.7065551280975342
recon_loss: 0.027635183185338974, dist_loss: 0.5387613773345947
recon_loss: 0.027635470032691956, dist_loss: 0.5524309873580933
recon_loss: 0.02763543650507927, dist_loss: 0.5264993906021118
recon_loss: 0.0276363305747509, dist_loss: 0.38840940594673157
recon_loss: 0.027636632323265076, dist_loss: 0.5501946210861206
recon_loss: 0.027637215331196785, dist_loss: 0.8285011649131775
recon_loss: 0.027637772262096405, dist_loss: 0.6643800139427185
recon_loss: 0.027638306841254234, dist_loss: 0.6855498552322388
recon_loss: 0.027639292180538177, dist_loss: 0.5989251732826233
recon_loss: 0.02763979695737362, dist_loss: 0.802735447883606
recon_loss: 0.02764108031988144, dist_loss: 0.7433418035507202
recon_loss: 0.02764020301401615, dist_loss: 0.6821430325508118
recon_loss: 0.027639878913760185, dist_loss: 0.7372145652770996
recon_loss: 0.027639217674732208, dist_loss: 0.5132460594177246
recon_loss: 0.027637725695967674, dist_loss: 0.5275483727455139
recon_loss: 0.027637308463454247, dist_loss: 0.5614123344421387
recon_loss: 0.027636243030428886, dist_loss: 0.7118125557899475
recon_loss: 0.02763611264526844, dist_loss: 0.4930022954940796
recon_loss: 0.02763611078262329, dist_loss: 0.5751777291297913
recon_loss: 0.027636779472231865, dist_loss: 0.5118687152862549
recon_loss: 0.02763812430202961, dist_loss: 0.45136094093322754
recon_loss: 0.02763999067246914, dist_loss: 0.9652073979377747
recon_loss: 0.027641087770462036, dist_loss: 0.40953660011291504
recon_loss: 0.027641762048006058, dist_loss: 0.3978704512119293
recon_loss: 0.02764185331761837, dist_loss: 0.7516434788703918
recon_loss: 0.02764216810464859, dist_loss: 0.5836988687515259
recon_loss: 0.02764192782342434, dist_loss: 0.5749344825744629
recon_loss: 0.027641652151942253, dist_loss: 0.9046775698661804
recon_loss: 0.02764163911342621, dist_loss: 1.2169926166534424
recon_loss: 0.027640942484140396, dist_loss: 0.5921115279197693
recon_loss: 0.027640316635370255, dist_loss: 0.7086897492408752
